country,points,price,province,title,variety,winery
US,92,60,Washington,Feather 2013 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Feather
US,91,60,California,William Hill Estate 2012 Bench Blend Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,William Hill Estate
US,88,60,California,Hawkes 2005 Stone Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hawkes
Australia,92,60,South Australia,Wirra Wirra 2010 Dead Ringer Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,Wirra Wirra
US,93,60,California,Parallel 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Parallel
US,93,60,California,Hidden Ridge 2012 55% Slope Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Hidden Ridge
US,90,60,California,Brandlin 2011 Estate Grown Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Brandlin
US,91,60,California,Rockledge Vineyards 2005 The Rocks Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Rockledge Vineyards
US,91,60,California,Hawkes 2005 Pyramid Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hawkes
Australia,90,60,Western Australia,Leeuwin Estate 2010 Art Series Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Leeuwin Estate
US,90,60,California,William Hill Estate 2013 Benchland Series Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,William Hill Estate
US,91,60,California,Swanson 2009 Instant Napa Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Swanson
US,91,60,California,Martin Ray 2004 Reserve Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Martin Ray
US,88,60,California,Martin Ray 2012 Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Martin Ray
US,91,60,Washington,Dusted Valley 2012 V.R. Special Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dusted Valley
US,92,60,California,J. Lohr 2013 Carol's Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,J. Lohr
Australia,92,60,Western Australia,Leeuwin Estate 2012 Art Series Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Leeuwin Estate
US,91,60,Washington,Pepper Bridge 2011 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Pepper Bridge
US,90,60,California,Laird 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Laird
US,88,60,California,Julietta 2013 Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Julietta
US,93,60,Washington,Quilceda Creek 1999 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Quilceda Creek
US,88,60,California,Peter Paul Wines 2011 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Peter Paul Wines
US,87,60,California,Newton 2008 Unfiltered Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Newton
Chile,90,60,Curicó Valley,Miguel Torres 2010 Manso de Velasco Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,Miguel Torres
US,85,60,California,Parmeson 2014 Munselle Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Parmeson
US,91,60,California,Coniglio 2005 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Coniglio
US,90,60,California,Trefethen 2013 Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Trefethen
US,87,60,California,Bardessono 2005 Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Bardessono
US,95,60,California,Liparita 2012 V Block Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Liparita
US,86,60,California,Hawkes 2006 Stone Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hawkes
US,92,60,California,Coniglio 2005 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Coniglio
US,88,60,California,Kunde 2012 Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Kunde
US,85,60,California,Trefethen 2011 Estate Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Trefethen
US,88,60,California,Schug 2013 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Schug
US,96,60,California,Atalon 2006 Corestone Ridge Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Atalon
US,89,60,California,Darms Lane 2011 Bon Passe Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Darms Lane
US,87,60,Washington,Feather 2006 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Feather
US,91,60,California,Hawkes 2005 Red Winery Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hawkes
US,87,60,California,Silver Stag 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Silver Stag
US,93,60,Washington,Feather 2007 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Feather
Australia,92,60,South Australia,Jim Barry 2005 First Eleven Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Jim Barry
US,92,60,California,V. Sattui 2008 Morisoli Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,V. Sattui
US,86,60,California,Allora 1999 Tresca Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Allora
US,92,60,Washington,Pepper Bridge 2010 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Pepper Bridge
US,92,60,California,Sodaro 2010 Felicity Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Sodaro
US,92,60,California,Laurel Glen 2006 Cabernet Sauvignon (Sonoma Mountain),Cabernet Sauvignon,Laurel Glen
US,88,60,California,Terlato 2010 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Terlato
US,88,60,California,Astrale e Terra 2009 Estate Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Astrale e Terra
US,88,60,Washington,Covington 2011 Klipsun Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Covington
US,92,60,Washington,J. Bookwalter 2014 Protagonist Conner-Lee Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,J. Bookwalter
US,87,60,California,Kenefick Ranch 2008 Chris's Cuvée Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Kenefick Ranch
US,89,60,California,Stag's Leap Wine Cellars 2014 Artemis Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stag's Leap Wine Cellars
US,87,60,Washington,Covington 2010 Klipsun Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Covington
Chile,89,60,Cachapoal Valley,San Pedro 2014 Cabo de Hornos Cabernet Sauvignon (Cachapoal Valley),Cabernet Sauvignon,San Pedro
US,93,60,California,Kendall-Jackson 1997 Grand Reserve Cabernet Sauvignon (California),Cabernet Sauvignon,Kendall-Jackson
US,90,60,California,Rocca 2004 Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Rocca
US,92,60,California,Crosby Roamann 2010 Cupiens Videre Lucem Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Crosby Roamann
US,91,60,California,Meadowcroft 2008 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Meadowcroft
US,92,60,California,Cornerstone 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cornerstone
US,85,60,California,Terlato 2006 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Terlato
Australia,92,60,South Australia,Katnook Estate 2002 Odyssey Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Katnook Estate
US,90,60,California,Trefethen 2013 Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Trefethen
US,91,60,California,Boyanci 2011 InSpire Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Boyanci
US,92,60,California,Liparita 2009 V Block Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Liparita
US,90,60,California,Bravante 2006 Estate Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Bravante
US,88,60,California,Oakville Ranch 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Oakville Ranch
US,88,60,California,Schug 2013 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Schug
US,87,60,California,Thomas Fogarty 2007 Gist Ranch Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Thomas Fogarty
US,87,60,Washington,Ded.Reckoning 2011 The Rancher Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Ded.Reckoning
US,90,60,California,Trefethen 2012 Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Trefethen
US,90,60,California,Archimedes 2012 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Archimedes
US,91,60,California,Trefethen 2009 Estate Grown Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Trefethen
Australia,92,60,South Australia,Kay Brothers 2010 Amery Vineyard Cuthbert Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,Kay Brothers
US,88,60,Washington,Dumas Station 2013 Minnick Hills Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Dumas Station
US,89,60,California,Sequoia Grove 2003 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequoia Grove
US,92,60,California,Steven Kent 2007 Home Ranch Vineyard Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
US,91,60,California,Round Pond 2005 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Round Pond
US,90,60,New York,Raphael 2010 Cabernet Sauvignon (North Fork of Long Island),Cabernet Sauvignon,Raphael
US,91,60,California,Clos Pegase 1999 Palisades Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Clos Pegase
US,89,60,California,Napa Redwoods Estate 2004 Yates Family Vineyard Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Napa Redwoods Estate
US,88,60,California,Slaughterhouse Cellars 2006 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Slaughterhouse Cellars
US,91,60,Washington,Dusted Valley 2013 V.R. Special Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dusted Valley
US,87,60,Washington,Gordon Estate 2012 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Gordon Estate
Chile,91,60,Cachapoal Valley,San Pedro 2013 Cabo de Hornos Cabernet Sauvignon (Cachapoal Valley),Cabernet Sauvignon,San Pedro
US,94,60,California,Neyers 2014 Neyers Ranch Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Neyers
US,90,60,California,Sequum 2013 Four Soil Mélange Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequum
US,90,60,California,Steven Kent 2008 Ghielmetti Vineyard Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
US,96,60,California,Lewis 1997 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Lewis
US,87,60,California,Rockledge Vineyards 2004 The Rocks Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Rockledge Vineyards
US,88,60,California,Darms Lane 2007 Bon Passe Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Darms Lane
US,93,60,California,Steven Kent 2008 Smith Ranch Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
US,85,60,California,Calix 2005 Masked Man Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Calix
US,92,60,California,Provenance Vineyards 2013 Barrel Select Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Provenance Vineyards
US,90,60,California,Whitehall Lane 1997 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Whitehall Lane
US,90,60,California,Bell 1997 Baritelle Vyd Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Bell
US,93,60,California,Jada Vineyard & Winery 2013 Passing By Cabernet Sauvignon (Paso Robles Willow Creek District),Cabernet Sauvignon,Jada Vineyard & Winery
US,90,60,California,Flambeaux 2014 Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Flambeaux
US,88,60,Washington,Boudreaux Cellars 2009 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Boudreaux Cellars
US,87,60,California,Darms Lane 2010 Bon Passe Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Darms Lane
US,86,60,California,La Jota Vineyard 2006 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,La Jota Vineyard
US,93,60,California,Gamble Family Vineyards 2006 Family Home Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Gamble Family Vineyards
US,89,60,California,Grgich Hills 2011 Estate Grown Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Grgich Hills
US,94,60,California,Surh Luchtel 2005 Sacrashe Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Surh Luchtel
US,92,60,California,Riboli 2008 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Riboli
US,88,60,California,Ghost Block 2011 Estate Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Ghost Block
US,90,60,California,Conn Creek 2009 Saffron Vineyard Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Conn Creek
US,93,60,California,Acumen 2013 Mountainside Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Acumen
US,90,60,California,Trefethen 2014 Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Trefethen
US,88,60,Washington,Fidelitas 2014 Blackwood Canyon Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Fidelitas
US,91,60,California,Trinchero 2012 Mario's Estate Grown Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Trinchero
US,87,60,California,Brookman 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Brookman
US,93,60,Washington,Adams Bench 2012 Red Willow Vineyard Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Adams Bench
Australia,92,60,South Australia,Wirra Wirra 2010 Dead Ringer Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,Wirra Wirra
US,92,60,Washington,Efeste 2013 Big Papa Old Block Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Efeste
US,91,60,California,Mount Eden Vineyards 2010 Estate Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Mount Eden Vineyards
US,91,60,California,Sculpterra 2013 Bentley Ironworks Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Sculpterra
US,93,60,California,Sequum 2008 Kidd Ranch Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequum
US,92,60,California,Turnbull 2010 Estate Grown Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Turnbull
US,91,60,Washington,Feather 2005 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Feather
US,84,60,California,Padilla Erickson 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Padilla Erickson
US,92,60,California,Sequum 2014 Four Soil Melange Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequum
US,92,60,California,Château Potelle 2004 VGS Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Château Potelle
US,86,60,California,Scarlett 2010 Estate Grown McGah Family Vineyards Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Scarlett
US,95,60,California,Gainey 2012 Patrick's Vineyard Selection Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Gainey
US,95,60,Washington,L'Ecole No. 41 2008 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
US,87,60,California,Rutherford Hill 2012 Limited Release Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Rutherford Hill
US,89,60,Washington,Adams Bench 2009 Red Willow Vineyard Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Adams Bench
US,88,60,California,D.R. Stephens 2007 D.R. II Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,D.R. Stephens
US,90,60,Washington,Revelry 2013 Aerial Series D11 Dionysus Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Revelry
US,93,60,Washington,Fidelitas 2012 Quintessence Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Fidelitas
US,92,60,California,Neyers 2013 Neyers Ranch Conn Valley Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Neyers
US,86,60,California,Hunt Cellars 2001 Good Vibrations Tawny Cabernet Port Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Hunt Cellars
Argentina,91,60,Mendoza Province,Terrazas de Los Andes 2011 Single Vineyard Los Aromos Cabernet Sauvignon (Luján de Cuyo),Cabernet Sauvignon,Terrazas de Los Andes
US,87,60,California,Dry Creek Vineyard 1997 Epoch II Millenium Cuvée Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Dry Creek Vineyard
US,93,60,Washington,Efeste 2012 Big Papa Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Efeste
Australia,93,60,South Australia,Wakefield 2010 St. Andrews Single Vineyard Release Cabernet Sauvignon (Clare Valley),Cabernet Sauvignon,Wakefield
US,84,60,California,Hunt Cellars 2004 CabOvation Reserve Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Hunt Cellars
US,86,60,California,Las Positas 2011 Estate Reserve Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Las Positas
US,88,60,California,Riboli 2013 Estate Grown Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Riboli
US,89,60,Washington,Fidelitas 2014 Quintessence Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Fidelitas
US,93,60,California,Sculpterra 2011 Bentley Ironworks Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Sculpterra
US,93,60,California,Hess Collection 2012 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Hess Collection
US,90,60,Washington,J. Bookwalter 2013 Protagonist Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,J. Bookwalter
Argentina,89,60,Mendoza Province,Finca Los Maza 2004 FLM Gran Reserva Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Finca Los Maza
US,88,60,California,Round Pond 2012 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Round Pond
US,87,60,California,Pegasus Estate 2012 Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Pegasus Estate
US,91,60,California,Steven Kent 2007 Smith Ranch Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
US,87,60,California,Prizm 2012 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Prizm
US,91,60,California,William Hill Estate 2012 Bench Blend Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,William Hill Estate
US,87,60,California,Swanson 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Swanson
US,86,60,California,Terlato 2007 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Terlato
US,88,60,California,D.R. Stephens 2007 D.R. II Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,D.R. Stephens
US,93,60,California,Bartalotti 2005 Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Bartalotti
US,88,60,California,Highlands 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Highlands
US,95,60,Washington,Quilceda Creek 1998 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Quilceda Creek
US,88,60,California,Stag's Leap Wine Cellars 2013 Artemis Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stag's Leap Wine Cellars
US,89,60,California,The Terraces 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,The Terraces
US,90,60,California,Scarlett 2011 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Scarlett
US,87,60,California,Valley Legend 2009 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Valley Legend
US,92,60,Washington,Efeste 2013 Big Papa Old Block Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Efeste
US,91,60,California,Silver Stag 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Silver Stag
US,93,60,California,Chappellet 2013 Signature Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Chappellet
US,92,60,Washington,Sheridan Vineyard 2004 Reserve Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Sheridan Vineyard
US,89,60,New York,Paumanok 2005 Tuthills Lane Vineyard Cabernet Sauvignon (North Fork of Long Island),Cabernet Sauvignon,Paumanok
US,87,60,California,Swanson 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Swanson
US,92,60,California,Cuda Ridge Wines 2013 Reserve Collection Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Cuda Ridge Wines
US,93,60,California,Titus 2006 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Titus
US,91,60,California,Michael Mondavi Family Estate 2012 Emblem Oso Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Michael Mondavi Family Estate
US,91,60,California,Provenance Vineyards 2012 Barrel Select Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Provenance Vineyards
US,89,60,California,Stag's Leap Wine Cellars 2014 Artemis Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stag's Leap Wine Cellars
Italy,92,60,Veneto,Moletto 2001 Selecti Cabernet Sauvignon (Veneto Orientale),Cabernet Sauvignon,Moletto
Australia,93,60,South Australia,Kay Brothers 2012 Cuthbert Amery Vineyard Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,Kay Brothers
US,93,60,California,Conn Creek 2008 Collins Holystone Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Conn Creek
